RT,IBD_1,IBD_2,IBD_3,IBD_4,IBD_5,IBD_6,IBD_7,IBD_8,IBD_9,IBD_10,IBD_11,IBD_12,IBD_13,IBD_14,IBD_15,IBD_16,IBD_17,IBD_18,IBD_19,IBD_20,IBD_21,IBD_22,IBD_23,IBD_24,IBD_25,IBD_26,IBD_27,IBD_28,IBD_29,IBD_30,IBD_31,IBD_32,IBD_33,IBD_34,IBD_35,IBD_36,IBD_37,IBD_38,IBD_39,IBD_40,IBD_41,IBD_42,IBD_43,IBD_44,IBD_45,IBS_1,IBS_2,IBS_3,IBS_4,IBS_5,IBS_6,IBS_7,IBS_8,IBS_9,IBS_10,IBS_11,IBS_12,IBS_13,IBS_14,IBS_15,IBS_16,IBS_17,IBS_18,IBS_19,IBS_20,IBS_21,IBS_22,IBS_23,IBS_24,Normal_1,Normal_2,Normal_3,Normal_4,Normal_5,Normal_6,Normal_7,Normal_8,Normal_9,Normal_10,Normal_11,Normal_12,Normal_13,Normal_14,Normal_15,Normal_16,Normal_17,Normal_18,Normal_19,Normal_20,Normal_21,Normal_22,Normal_23,Normal_24,Normal_25,Normal_26,Normal_27,Normal_28,Normal_29
1353,7458487,7467228,7539558,7487210,7562106,7520044,7466548,7409718,7398761,7618787,7161190,7334959,7424808,7616916,5442801,7518098,7716576,7725798,7337172,7496751,7780907,7802850,7658648,7293376,7893956,7653420,7832305,7526042,7947278,7425948,7643951,7663102,7466614,7545418,7536575,7362564,7843417,7389459,7563311,8448508,7457786,7390037,7601210,7781980,7719662,7655535,7335524,7358970,8124220,7611842,7576002,7414207,7378698,7357272,7581932,7319618,7370855,7514586,7680156,7703612,7408397,7458108,7485028,7315848,7387364,7109646,7896132,5639312,7800368,7640378,7594694,7361208,7301712,7555236,7913030,7483113,7497946,7429100,7453131,7383384,7742005,7300437,7482964,7407178,7466261,7848373,8005741,7932777,7331602,7588962,8013810,7692084,7301146,8315206,7427742,7207449,7921254,8492887
1353.5,7457828,7467228,7539558,7488493,7563316,7519416,7464593,7410419,7400136,7619366,7159550,7335674,7424136,7616336,5440802,7518098,7718183,7726848,7337172,7495462,7783059,7795516,7684521,7293376,7893956,7654544,7853206,7526042,7953996,7426618,7643382,7663102,7467266,7546039,7543204,7364670,7850872,7388770,7562701,8483416,7458441,7391458,7609454,7783540,7720812,7654974,7334088,7358264,8122763,7611842,7576599,7416919,7378698,7358708,7583128,7321074,7370855,7514585,7680704,7748072,7407717,7458108,7485028,7315119,7388760,7107980,7904015,5639312,7892592,7641510,7592332,7361208,7299515,7555236,7913030,7483758,7506929,7429099,7453790,7384077,7750899,7299704,7484891,7406472,7468284,7849818,8029765,7939502,7330885,7588962,8015835,7694253,7302692,8455226,7428417,7207449,7919518,8484944
1354,7459146,7465272,7538941,7487852,7562712,7520672,7463940,7409718,7399449,7619366,7160370,7335674,7424136,7616916,5440802,7518098,7718183,7729468,7337172,7491586,7784670,7793550,7733090,7294867,7897047,7653982,7885782,7526042,7967284,7425948,7645089,7664220,7466614,7545418,7547170,7366072,7857792,7389459,7562702,8560316,7459096,7392168,7620568,7787690,7720812,7654412,7335524,7358264,8118382,7611842,7577196,7420303,7379392,7357990,7581332,7321074,7370146,7515213,7681252,7793021,7409758,7458108,7484386,7314390,7387364,7109645,7911387,5635608,7950749,7639246,7592332,7359797,7300247,7555236,7912578,7482468,7510764,7429100,7455106,7384077,7763345,7301168,7495128,7407882,7467610,7849336,8035269,7947618,7330168,7588962,8041780,7694254,7301919,8566165,7427742,7208233,7919083,8492892
1354.5,7458487,7465272,7540174,7488494,7563316,7520672,7465897,7409718,7398762,7620522,7160370,7334244,7425479,7617496,5438800,7518728,7718183,7734688,7336425,7489644,7786818,7787628,7776918,7295613,7899689,7653982,7926000,7526042,8005347,7425948,7644520,7667007,7466614,7545418,7549149,7367474,7863202,7390148,7563311,8586847,7465629,7392168,7646422,7788725,7719662,7653850,7336242,7358970,8116550,7611250,7576599,7423004,7379392,7357271,7581932,7321802,7372273,7515840,7680704,7891451,7408397,7458108,7484386,7315848,7387364,7109645,7914596,5639312,8030859,7639246,7592923,7359797,7301712,7554000,7912126,7483758,7516495,7429100,7455106,7384077,7770548,7300437,7503394,7407882,7466261,7848373,8040746,7952368,7330168,7589555,8064018,7693712,7301919,8637608,7427742,7206664,7918213,8527034
1355,7459145,7465272,7539558,7489776,7564525,7519416,7464593,7410419,7400136,7620522,7161190,7334244,7424136,7619236,5436794,7519358,7719252,7739367,7337172,7487698,7787890,7783664,7808943,7294122,7906262,7653982,7939438,7526042,8023429,7425948,7642244,7670345,7467917,7546039,7551126,7368174,7867123,7390837,7563311,8612895,7474073,7391458,7663342,7791826,7720237,7653850,7334088,7358970,8112510,7611842,7577196,7425701,7378698,7356553,7582530,7322530,7371564,7515840,7681252,7961158,7408398,7458108,7485028,7316576,7388760,7111310,7915054,5633752,8061313,7640378,7593514,7359796,7300980,7554618,7910318,7483758,7517765,7429100,7453790,7382693,7777194,7301170,7514748,7407884,7467610,7849336,8041166,7953317,7330168,7588962,8098989,7693170,7300373,8652634,7429092,7209018,7915599,8574319
1355.5,7459146,7465272,7538324,7487852,7563920,7519416,7465246,7410419,7399449,7619944,7162010,7334959,7424808,7620971,5432786,7518728,7721388,7748144,7337172,7485099,7789495,7780178,7818591,7294868,7906262,7654544,7954994,7526042,8045012,7425276,7642813,7671455,7467265,7546039,7551784,7369573,7868590,7389459,7563311,8617322,7477953,7392168,7677217,7794406,7720812,7654974,7334806,7358970,8110667,7610658,7576599,7425702,7378698,7357272,7583128,7321074,7372982,7514586,7680704,7978183,7409758,7458108,7484384,7317304,7387364,7108813,7915512,5633752,8064262,7640378,7593514,7359091,7300980,7554000,7910770,7482468,7520935,7429100,7455106,7384768,7782788,7302632,7524762,7407884,7468284,7849818,8038643,7952370,7328730,7588962,8103832,7690997,7300373,8661678,7429092,7208234,7915599,8588431
1356,7459146,7465272,7539557,7487852,7562712,7520672,7466548,7411120,7400136,7620522,7160370,7334243,7424136,7625591,5432786,7518728,7723520,7755830,7336425,7487050,7791100,7776182,7826726,7296358,7905388,7656790,7958172,7526042,8049188,7425948,7643951,7673672,7466614,7546039,7553100,7371670,7869568,7390148,7565136,8613744,7484397,7392168,7686553,7794406,7719662,7654412,7336240,7358970,8106972,7611250,7576599,7427048,7378004,7357990,7583128,7322530,7372273,7515840,7680156,7994542,7409758,7458108,7484386,7317304,7388760,7109645,7915512,5633752,8059842,7639812,7591741,7359796,7300980,7554000,7909411,7483113,7522202,7429100,7454448,7382693,7785324,7301170,7532224,7407178,7468284,7849818,8036536,7949522,7330885,7588962,8091504,7690998,7300373,8659214,7429092,7208234,7915162,8599232
1356.5,7460462,7465924,7539557,7488494,7562712,7518160,7465897,7410419,7399449,7621099,7160370,7333528,7426151,7630768,5432786,7518098,7727774,7760919,7337172,7506968,7792170,7773676,7828628,7294868,7904514,7655667,7959983,7526042,8051457,7424604,7643382,7675334,7468568,7546660,7553758,7372365,7870544,7390148,7563920,8604619,7488888,7392168,7688738,7794921,7720812,7654973,7334806,7358970,8105490,7610658,7578390,7429736,7379392,7358708,7582530,7321074,7372982,7517094,7680156,7996296,7409078,7458797,7484386,7317304,7388760,7111309,7915054,5635604,8047943,7639812,7592332,7359796,7301712,7554000,7909411,7483113,7523468,7429100,7454448,7383384,7788358,7303363,7537790,7407884,7464910,7847410,8033158,7949046,7330885,7589555,8074835,7691541,7301146,8653182,7429092,7209018,7914290,8598669
1357,7459146,7465924,7539557,7488493,7563316,7519416,7465897,7411120,7399449,7620522,7160370,7334959,7425480,7634779,5432786,7519358,7731484,7766994,7337172,7539750,7793770,7770660,7825297,7295613,7901447,7655106,7957718,7525420,8049946,7424604,7642813,7676440,7470518,7546660,7553758,7374458,7870056,7392213,7563920,8599479,7491448,7392168,7691460,7794921,7720237,7655535,7334806,7358970,8102148,7611250,7577793,7430408,7379392,7355834,7584324,7321802,7375105,7515840,7680156,7993665,7409758,7458797,7484386,7320214,7388760,7109646,7912764,5631896,8041936,7640378,7592923,7359796,7301712,7554000,7908050,7483113,7524732,7429769,7455106,7382000,7789874,7304094,7543335,7407884,7466261,7848373,8028496,7945713,7330885,7588962,8067554,7689910,7301146,8643130,7431784,7206664,7911666,8591871
1357.5,7457828,7465272,7540174,7487210,7565130,7519416,7465897,7411120,7400136,7620522,7159550,7332812,7425480,7638207,5428768,7519358,7734126,7769514,7337918,7578149,7793236,7768140,7821953,7296358,7900128,7655668,7955904,7526042,8046915,7426618,7642813,7678648,7471167,7546660,7553758,7374458,7871031,7391526,7564528,8587785,7492725,7392168,7694176,7795436,7720812,7654974,7336242,7358970,8099540,7610658,7578390,7432420,7378698,7356553,7584324,7321074,7372982,7515840,7679060,7988387,7408398,7459486,7485670,7318760,7389458,7111310,7912305,5628178,8027111,7640944,7592332,7358384,7301712,7554000,7908504,7483758,7524732,7429100,7453131,7384768,7792393,7304094,7545178,7407884,7464234,7846928,8025946,7944283,7331602,7588962,8055553,7690454,7302692,8637500,7431784,7207449,7910350,8583666
1358,7460462,7465272,7539558,7489776,7565130,7518160,7465246,7411819,7400136,7619366,7160370,7333528,7424808,7640488,5430777,7518728,7737817,7775539,7337172,7616542,7793236,7766118,7818600,7295613,7897929,7655668,7951811,7525420,8043872,7425276,7643382,7679199,7472466,7546660,7552442,7375852,7868590,7390835,7563920,8581872,7494640,7392168,7693634,7796464,7720812,7654974,7335524,7358970,8098047,7611250,7577793,7431080,7378698,7357271,7583726,7321074,7373690,7515840,7680704,7984413,7409758,7459486,7485670,7320214,7390156,7107980,7911846,5631896,8015546,7639246,7593514,7358386,7302444,7554000,7908504,7483758,7526627,7429099,7455106,7382000,7793902,7303363,7548244,7408588,7466935,7848855,8020829,7941896,7331602,7590148,8050085,7690454,7301919,8625532,7433128,7208234,7910350,8575736
1358.5,7459804,7465272,7539558,7488494,7565733,7519416,7464593,7411819,7400136,7621676,7159550,7334959,7424136,7642196,5426755,7518728,7738870,7779036,7338664,7633834,7793770,7763588,7812826,7297102,7896165,7655668,7949530,7526042,8037377,7425276,7643382,7679750,7473762,7546660,7554416,7375852,7868590,7390837,7565136,8569459,7496551,7392168,7693634,7796978,7719087,7654974,7334088,7358970,8095802,7610658,7579584,7431080,7377310,7358708,7584324,7321802,7373690,7514586,7680156,7974198,7409078,7460175,7486312,7318760,7388062,7110478,7910008,5628178,8004202,7640378,7592923,7357679,7302444,7554000,7912126,7483113,7525996,7427760,7453789,7382693,7794404,7304094,7549468,7407884,7466261,7848373,8018689,7939983,7330885,7589555,8039854,7689366,7302692,8619560,7435140,7208234,7909912,8566540
1359,7459804,7463968,7539557,7488494,7565733,7519416,7465246,7411120,7400823,7621099,7160370,7334959,7426822,7644470,5426755,7519357,7741497,7782023,7337172,7645760,7794304,7760032,7809924,7297846,7894840,7656790,7943581,7526042,8033535,7425276,7643382,7680852,7476998,7547900,7552442,7376547,7867612,7390148,7566352,8559802,7497824,7392168,7693090,7795950,7719662,7653850,7335524,7358970,8093553,7610658,7577793,7432420,7378698,7357272,7582530,7321802,7374398,7516467,7680704,7967940,7409078,7460864,7486954,7319487,7389458,7110478,7908628,5626316,7988335,7640944,7593514,7358386,7301712,7554000,7917537,7481822,7525996,7428430,7453789,7383386,7793902,7304094,7552523,7407884,7466936,7848854,8012249,7936628,7330168,7589555,8033904,7688822,7302692,8607451,7435810,7207449,7908594,8556803
1359.5,7460462,7463968,7539557,7487852,7565733,7518160,7465246,7411120,7401510,7620522,7161190,7333528,7425480,7643902,7636405,7519987,7742021,7785993,7338664,7654768,7793237,7759014,7803613,7299334,7891296,7656790,7937144,7526664,8026579,7425948,7643382,7681403,7476352,7547900,7551126,7377242,7867612,7390148,7566351,8550237,7496552,7392168,7692004,7795436,7720237,7654974,7336240,7359674,8090170,7610658,7577793,7433090,7378698,7357990,7583128,7321802,7372981,7516467,7679060,7958936,7409758,7460864,7485670,7319487,7390853,7111310,7906785,5626316,7981100,7640378,7593514,7357679,7302444,7552760,7920234,7482468,7524100,7429100,7453789,7383386,7792896,7304825,7554352,7407178,7466261,7848373,8010095,7935188,7330885,7588962,8029116,7688822,7301919,8597846,7435140,7206664,7906836,8543673
1360,7461120,7463968,7539557,7489135,7566336,7518160,7465246,7411819,7402880,7621099,7160370,7332811,7424808,7646171,7638690,7519358,7742546,7787973,7337918,7657566,7793770,7756973,7799710,7296358,7889520,7655668,7934375,7527286,8019962,7426618,7642813,7681403,7478935,7547900,7550467,7375852,7865164,7390148,7565744,8537312,7497824,7392168,7689828,7795435,7720812,7654974,7334806,7359674,8088662,7610658,7577793,7435100,7380086,7355834,7583128,7321074,7372982,7516467,7680156,7948047,7409078,7460175,7486312,7320940,7389458,7111310,7905402,5628178,7967278,7641510,7593514,7357679,7301712,7553380,7924712,7483113,7524100,7430438,7454448,7383386,7793901,7304825,7555570,7408588,7466936,7848854,8004907,7932783,7330883,7588962,8021492,7688822,7301146,8588478,7435810,7208234,7906395,8537321
1360.5,7463092,7463968,7538941,7489135,7566336,7518160,7465246,7412518,7402880,7621676,7160370,7332095,7426151,7646171,7638690,7519358,7743594,7789455,7337918,7658125,7793236,7754420,7792844,7298590,7885955,7655668,7929280,7527286,8014476,7425948,7643382,7681954,7477644,7546660,7548489,7377242,7864674,7392900,7566352,8530769,7495915,7392168,7688191,7794921,7719087,7654973,7336242,7359674,8086018,7610658,7577793,7433760,7377310,7357990,7583726,7321074,7372982,7517094,7680156,7943478,7408397,7460175,7486954,7320940,7387364,7109646,7904016,5626316,7961110,7641510,7594104,7357679,7301712,7552761,7929174,7481176,7524100,7427760,7454448,7382693,7792393,7302632,7553743,7409292,7465586,7847892,8001436,7930374,7333036,7589555,8018668,7689366,7302692,8578198,7435140,7206663,7906395,8524855
1361,7462435,7463968,7540790,7489135,7565733,7517531,7465246,7411819,7402880,7620522,7160370,7333528,7424808,7646738,7639260,7518098,7745164,7790934,7336425,7659242,7793236,7752883,7787912,7299334,7884168,7656229,7925098,7527908,8008958,7424604,7643382,7683054,7480226,7546660,7548490,7377937,7863203,7392213,7567566,8517284,7495915,7393586,7686553,7794406,7720812,7654973,7334806,7360378,8084884,7608880,7577793,7434430,7378698,7357272,7583128,7322530,7372982,7515840,7680156,7932447,7409076,7460864,7489520,7318760,7388760,7109646,7902628,5628178,7947393,7642641,7594104,7359091,7303176,7552760,7933616,7483113,7523468,7429099,7453131,7382693,7792393,7305556,7553134,7408588,7466935,7848855,7998389,7927963,7331602,7588962,8010965,7689366,7302692,8568756,7437150,7207449,7906395,8518323
1361.5,7461778,7465272,7540790,7489776,7566336,7516902,7465246,7411819,7402880,7620522,7160370,7334244,7424136,7646738,7639260,7518098,7745164,7793396,7337172,7660358,7795370,7750318,7782951,7298590,7882376,7657350,7920899,7527908,8003005,7425948,7641104,7683054,7481515,7547280,7547830,7377937,7861238,7391524,7568780,8506964,7497188,7392168,7684364,7794406,7721386,7655535,7334806,7358970,8082989,7610066,7578390,7435100,7378698,7357272,7583128,7322530,7374398,7515840,7680704,7923180,7409078,7460864,7488238,7321666,7388760,7111309,7900776,5628175,7937720,7646028,7593514,7356972,7304636,7552761,7936274,7481176,7522835,7429100,7453790,7383386,7791890,7304825,7554352,7408588,7466935,7848855,7994462,7924092,7333036,7587774,8007702,7689366,7301919,8554874,7437819,7207449,7908156,8505289
1362,7461778,7464620,7538941,7489776,7566939,7517531,7466548,7411118,7404935,7622253,7162010,7333528,7424808,7647305,7639830,7519358,7745164,7794870,7338664,7658684,7794304,7749804,7777474,7297846,7880582,7655668,7915280,7527286,7997820,7426618,7642813,7684152,7482160,7547900,7546510,7376547,7859762,7390148,7567566,8497965,7497188,7392168,7682172,7794406,7721960,7654974,7336240,7361083,8082230,7609473,7579584,7435100,7377310,7357272,7583726,7321074,7375105,7516467,7682346,7915711,7409758,7460864,7488238,7321666,7388760,7112141,7900312,5620724,7927931,7644900,7594694,7357679,7303906,7552141,7937600,7481176,7522202,7429100,7453790,7384768,7790882,7304094,7554352,7408588,7466261,7848373,7990959,7923123,7333036,7587774,8001971,7688822,7301146,8548246,7438488,7208234,7909912,8495084
1362.5,7461120,7465272,7538941,7488494,7566336,7516902,7465897,7411120,7402880,7620522,7160370,7334244,7425480,7646738,7639260,7518098,7745164,7796342,7338664,7657007,7793237,7745166,7773469,7300077,7879683,7656790,7912929,7526664,7991395,7424604,7642244,7684701,7484090,7547900,7545850,7377242,7858778,7390148,7567566,8484663,7495278,7392168,7679974,7794406,7721386,7656096,7337674,7358970,8081470,7609473,7578390,7433760,7377310,7356553,7584324,7321074,7374398,7515840,7681251,7904896,7409758,7460175,7488238,7321666,7388760,7109646,7898920,5620724,7918048,7643771,7595872,7358386,7303176,7553380,7939806,7482468,7522835,7428430,7455106,7382693,7790378,7304825,7554962,7407884,7466261,7848373,7986566,7920212,7332319,7588368,7997446,7688822,7302692,8534793,7439824,7208234,7910788,8486045
1363,7462435,7465272,7540790,7490417,7567542,7518159,7465897,7412518,7402880,7620522,7161190,7334244,7424136,7646738,7639260,7518728,7745687,7796831,7338664,7655328,7794304,7742062,7765416,7298590,7876531,7656790,7906329,7528529,7984928,7424604,7642244,7684701,7484090,7547280,7545189,7376547,7857792,7389459,7568780,8478180,7494640,7392168,7678323,7793890,7720812,7655535,7336240,7358970,8081470,7608880,7578390,7433760,7378698,7357272,7584921,7321074,7374398,7516467,7681252,7899693,7409758,7459486,7488879,7323841,7388760,7109646,7897991,5622589,7909359,7643207,7595283,7357679,7303176,7552761,7941569,7483113,7520935,7428430,7453790,7384077,7788864,7303363,7554352,7409292,7468284,7849818,7984364,7917780,7332319,7588962,7993314,7688822,7302692,8525188,7441827,7208234,7913416,8473522
1363.5,7461778,7464620,7540790,7489776,7567542,7518160,7465244,7411819,7404250,7621099,7160370,7333528,7425480,7646171,7638690,7519358,7745164,7797810,7337172,7653086,7793236,7740507,7762380,7299334,7874274,7657910,7903490,7526664,7980047,7424604,7641674,7683603,7486018,7546660,7543866,7378632,7856806,7390148,7567566,8465823,7494002,7392168,7675565,7793374,7720237,7654974,7337674,7360378,8081470,7608880,7578390,7435100,7378004,7356553,7584324,7322530,7373690,7518346,7681251,7890171,7409758,7460175,7489520,7323116,7388760,7110478,7896597,5622589,7897951,7643207,7595283,7356972,7303906,7553380,7942010,7483113,7520936,7429100,7453790,7383386,7788359,7304825,7554352,7409292,7467610,7849336,7980389,7916806,7332319,7588962,7987501,7687734,7301919,8514780,7441160,7207449,7914726,8467630
1364,7461778,7463968,7539558,7489776,7568748,7517531,7465246,7411819,7402880,7621099,7162828,7333528,7424808,7646171,7638690,7519357,7745164,7798300,7337918,7650838,7793236,7737910,7756281,7301562,7872917,7657910,7898741,7527286,7975142,7425276,7641674,7685250,7487301,7546660,7543204,7377937,7855326,7390837,7568780,8459703,7492087,7393586,7673907,7793374,7719662,7654974,7336242,7358970,8081850,7610066,7577793,7433760,7378004,7356553,7583726,7321074,7373690,7517094,7682346,7880093,7410437,7461553,7489520,7323116,7389458,7109646,7894270,5620721,7890866,7642642,7594694,7356972,7303176,7554000,7942449,7481822,7520302,7429769,7455106,7383384,7787348,7304825,7553743,7409997,7468284,7849818,7976846,7912414,7331602,7588962,7985416,7688278,7301919,8501342,7439826,7208234,7916034,8455240
1364.5,7463092,7463968,7540174,7491058,7568748,7519416,7465246,7411819,7404250,7621676,7162828,7332812,7425480,7645604,7638120,7518728,7746210,7799767,7337918,7649712,7793236,7735828,7752193,7300820,7871558,7656789,7894452,7528529,7969797,7425948,7642244,7685250,7487942,7547900,7542542,7376547,7853844,7390837,7568780,8447067,7492087,7393585,7671691,7792858,7719087,7656096,7336958,7359674,8081470,7608880,7578390,7434430,7380086,7357272,7583726,7321074,7374397,7517720,7680156,7875750,7411115,7462242,7489520,7323116,7390156,7108813,7893804,5620724,7881924,7642642,7597638,7359091,7303176,7552760,7945084,7482468,7519668,7429100,7453790,7382000,7783804,7304094,7553132,7409997,7467610,7849336,7974625,7910459,7331602,7590148,7981236,7687734,7301146,8494189,7442494,7206664,7916471,8449427
1365,7462435,7463968,7539558,7490417,7568748,7516902,7466548,7411819,7402880,7620522,7162828,7334244,7426151,7645604,7638120,7519358,7746733,7800744,7337172,7646328,7791635,7733218,7746036,7300077,7869741,7657910,7892064,7528529,7964426,7426618,7641674,7684701,7488583,7546660,7541880,7376547,7853844,7391526,7569990,8438452,7490168,7394294,7669472,7792858,7720812,7655535,7337674,7361788,8081090,7608880,7577196,7434430,7380086,7357271,7584324,7321074,7372982,7518346,7680704,7866041,7411116,7462242,7490160,7323116,7390156,7112141,7891937,5616988,7872900,7642642,7596461,7356972,7303176,7553380,7946400,7482468,7519668,7429100,7454448,7383386,7783804,7306285,7551912,7409292,7466936,7848854,7972400,7908010,7331602,7588962,7978300,7687734,7303463,8480362,7442494,7206664,7917778,8437192
1365.5,7462435,7463968,7540790,7491058,7568748,7516902,7466548,7413916,7404250,7621676,7163646,7332811,7425480,7644469,7636977,7520616,7745687,7800255,7338664,7642934,7791635,7730078,7740360,7302304,7868832,7657910,7887271,7529150,7959855,7425948,7642244,7685250,7490504,7547900,7541218,7376547,7851369,7390148,7569990,8429209,7490168,7393586,7668360,7791826,7719662,7654974,7338390,7361083,8080710,7608286,7578987,7435100,7378004,7358708,7583726,7321802,7375812,7516467,7680704,7859204,7409078,7461553,7490800,7323116,7389458,7111309,7890536,5616988,7867445,7642641,7597638,7357679,7303906,7554000,7945962,7483113,7517765,7429100,7455106,7382693,7782790,7304825,7552523,7409997,7468284,7849818,7970171,7906048,7331602,7588962,7974934,7688278,7302692,8469764,7442494,7206664,7917342,8429564
1366,7463092,7465272,7539558,7491058,7569952,7518160,7464593,7412518,7403565,7621099,7163646,7333528,7424808,7644470,7636976,7520616,7746210,7800744,7337172,7642368,7792170,7729029,7736730,7302304,7868832,7657350,7884388,7528529,7954426,7426618,7641672,7685250,7490503,7548520,7539893,7377242,7851864,7390837,7569990,8419874,7488888,7393585,7665016,7791310,7719662,7655535,7337674,7360378,8079950,7608880,7579584,7435769,7378004,7357272,7584324,7322530,7374398,7516467,7681252,7852817,7409758,7461553,7491439,7323841,7388760,7111309,7889600,5616988,7856904,7643772,7597049,7356972,7304636,7552761,7946838,7481176,7515860,7429769,7454448,7382000,7781774,7305554,7550690,7409997,7468284,7849818,7966148,7904574,7333036,7588962,7972402,7688278,7303463,8459704,7441160,7206663,7918648,8421360
1366.5,7462435,7465272,7540174,7491058,7569350,7517531,7465897,7412518,7404935,7622253,7163646,7333528,7425480,7645037,7637548,7519358,7746210,7801719,7336425,7637823,7791100,7725349,7731002,7301562,7869287,7656790,7880049,7527908,7949807,7424604,7641104,7685250,7491143,7548520,7537904,7375850,7849386,7391524,7569385,8410968,7488247,7393586,7663901,7791826,7720811,7655535,7337674,7361786,8079188,7607692,7577196,7435769,7378698,7357272,7584324,7321802,7375105,7516467,7681252,7844415,7409758,7461553,7490800,7324566,7391550,7109646,7888664,5618856,7849970,7640944,7595872,7356972,7303176,7551522,7948590,7481176,7515858,7429769,7456422,7383386,7780250,7306285,7551301,7409292,7468958,7850298,7963460,7902113,7332319,7588368,7970712,7688822,7303463,8449522,7443828,7207449,7920386,8413566
1367,7463092,7464620,7540790,7491058,7569952,7516902,7467199,7412518,7403565,7621099,7162828,7331378,7424136,7643902,7636405,7519358,7745164,7802207,7336425,7633834,7791635,7724296,7725768,7303786,7870196,7657350,7877632,7528529,7946856,7425948,7640533,7685250,7491782,7549140,7537904,7375155,7848392,7390148,7569990,8400056,7487606,7395002,7662224,7792342,7718512,7656096,7339820,7363194,8077283,7607692,7577196,7435100,7378698,7357272,7585518,7321802,7375812,7518972,7681252,7839948,7411116,7460864,7491439,7323841,7391550,7110478,7887726,5616988,7843913,7640378,7596461,7356972,7304636,7552141,7949027,7481176,7515860,7430438,7454448,7383386,7779742,7305556,7550079,7411405,7466936,7848854,7961214,7900142,7332319,7590148,7966896,7688822,7303463,8438699,7443828,7207449,7924285,8405678
1367.5,7463092,7463968,7540174,7491058,7568748,7516902,7466548,7411819,7403565,7622253,7162828,7332812,7424136,7642765,7635262,7519987,7744641,7800744,7337918,7632117,7790565,7722183,7723668,7301562,7868832,7659029,7873756,7528529,7942626,7427288,7641104,7685798,7491782,7549140,7536576,7375155,7846902,7390837,7569990,8395652,7487606,7395002,7659984,7791826,7719662,7655535,7339105,7363194,8076520,7608880,7577196,7434430,7378004,7356553,7584323,7322530,7374398,7517720,7681252,7831462,7411116,7462242,7492078,7325289,7390853,7112972,7886788,5616985,7836884,7640378,7597049,7356972,7306096,7552760,7949027,7481822,7515860,7429769,7455764,7382693,7777704,7305554,7548856,7410702,7467610,7849336,7958964,7897674,7333036,7588368,7965196,7689366,7304234,8425759,7443161,7207449,7926013,8395454
1368,7461778,7465272,7541405,7493618,7571154,7517531,7466548,7411819,7403565,7621676,7160370,7333528,7424136,7642765,7635262,7519987,7745687,7802694,7337172,7627532,7790565,7719537,7719452,7303785,7868832,7659029,7870841,7529771,7938376,7426618,7641104,7686346,7493060,7548520,7536576,7375155,7846405,7391526,7569990,8389005,7485040,7395710,7658862,7791826,7719087,7653850,7339105,7362491,8073843,7608286,7577793,7435099,7380086,7356553,7584921,7321802,7375105,7518346,7681799,7825438,7411794,7462242,7492717,7326012,7391550,7110478,7885851,5616988,7830748,7639246,7598226,7355558,7304636,7553380,7949027,7481176,7514586,7429100,7455106,7383384,7776174,7305556,7547631,7409997,7467610,7849336,7956257,7896686,7332319,7588962,7963919,7687734,7305774,8418833,7442494,7208234,7929029,8390164
1368.5,7462435,7464620,7542020,7492338,7570553,7516902,7467850,7412518,7404250,7622253,7162010,7333528,7424808,7641058,7633544,7519357,7744118,7802207,7337918,7626383,7790565,7717418,7716282,7304526,7869742,7657910,7868893,7528529,7933680,7426618,7642244,7685250,7491782,7548520,7536576,7374458,7845908,7391526,7569990,8386778,7485040,7395710,7656053,7791310,7719662,7654974,7339821,7363897,8072311,7607692,7578987,7433760,7380086,7357272,7584921,7321074,7375105,7517094,7681252,7819384,7410437,7462242,7492717,7324566,7390853,7112141,7884912,5613243,7822666,7639812,7598226,7356265,7305366,7551522,7949464,7480529,7514586,7429769,7456422,7383384,7774642,7306285,7545792,7409997,7467610,7849336,7953094,7894212,7332319,7587774,7963068,7688278,7305004,8405549,7442494,7207449,7930320,8380752
1369,7462435,7466576,7540790,7492978,7570553,7516902,7466548,7413217,7404935,7622830,7162828,7331378,7425480,7640488,7632970,7519358,7743594,7802694,7337172,7622348,7790030,7716356,7710974,7306006,7869742,7659030,7863522,7529150,7929820,7427288,7639962,7686346,7493060,7547280,7533916,7375155,7844912,7391524,7570595,8382305,7483111,7393586,7654364,7790794,7719662,7654974,7339106,7363194,8070392,7607692,7578390,7433760,7378698,7357272,7584324,7321802,7375812,7518346,7682346,7811268,7411115,7462929,7492717,7325289,7392246,7112972,7883972,5611372,7815962,7639245,7598813,7356265,7305366,7552141,7950338,7481175,7513950,7430438,7456422,7382693,7771574,7306285,7546405,7410702,7467610,7849336,7951735,7892228,7332319,7588962,7962215,7688822,7303463,8398947,7445158,7206664,7930749,8376130
